FeedbackID,UserID,FeatureID,Category,SentimentScore,Comment,Timestamp
FB3017169,U102492,F1271,Confusing,3,Nice addition. Feels thoughtful.,2024-01-02 12:20:44
FB3017170,U103510,F1210,UI/UX,5,Would love to see this in more languages.,2024-03-22 14:51:51
FB3017171,U106382,F1284,Suggestion,2,Took a while to load but useful once it did.,2024-06-20 18:52:46
FB3017172,U109628,F1241,Bug,4,Micro animations made it feel alive.,2024-03-10 04:27:42
FB3017173,U106797,F1099,UI/UX,4,Animations made it more engaging.,2024-09-30 03:39:05
FB3017174,U108566,F1007,Bug,3,Nice addition. Feels thoughtful.,2024-12-29 03:41:51
FB3017175,U101498,F1168,Confusing,4,Helped me focus on small goals each day.,2024-06-05 09:11:30
FB3017176,U104849,F1280,UI/UX,3,"Really like the design, clean and focused.",2024-06-26 13:26:19
FB3017177,U101251,F1051,Positive,4,Very interactive — I was surprised!,2024-02-19 16:06:45
FB3017178,U103189,F1207,Positive,1,The feature felt a bit clunky and slow.,2024-05-27 16:06:09
FB3017179,U106598,F1261,UI/UX,4,Helped me focus on small goals each day.,2024-04-21 07:16:44
FB3017180,U108409,F1122,Suggestion,3,Enjoyed using it — kept me motivated.,2024-12-18 20:41:36
FB3017181,U109322,F1150,Suggestion,5,Super helpful and intuitive — great job.,2024-08-20 07:50:24
FB3017182,U109347,F1195,Positive,1,Text was hard to read on mobile.,2024-09-25 08:17:52
FB3017183,U105243,F1239,Positive,4,Micro animations made it feel alive.,2024-08-31 19:42:01
FB3017184,U101770,F1092,Bug,3,"Really like the design, clean and focused.",2024-02-25 09:26:12
FB3017185,U101348,F1294,Bug,3,Enjoyed using it — kept me motivated.,2024-05-28 08:37:51
FB3017186,U107229,F1007,Confusing,2,Could use better instructions or tooltips.,2024-05-05 22:18:51
FB3017187,U104909,F1046,UI/UX,3,Enjoyed using it — kept me motivated.,2024-07-12 01:25:50
FB3017188,U100955,F1157,Suggestion,1,Felt too overwhelming — too much info at once.,2024-07-06 12:26:43
FB3017189,U100925,F1152,Positive,1,Didn’t understand what I was supposed to do.,2024-06-14 07:52:29
FB3017190,U107124,F1014,Bug,4,Micro animations made it feel alive.,2024-07-04 05:13:10
FB3017191,U104316,F1123,Suggestion,5,Would love to see this in more languages.,2024-11-28 04:36:09
FB3017192,U101629,F1191,Confusing,1,Too many clicks to get to the content.,2024-11-02 00:23:18
FB3017193,U107857,F1280,Bug,2,Took a while to load but useful once it did.,2024-02-09 02:48:00
FB3017194,U102872,F1191,Confusing,3,"Really like the design, clean and focused.",2024-02-21 19:42:14
FB3017195,U105447,F1162,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-11-11 19:22:40
FB3017196,U103262,F1158,Suggestion,4,Micro animations made it feel alive.,2024-12-28 09:34:05
FB3017197,U105895,F1172,Positive,2,Took a while to load but useful once it did.,2024-12-25 00:54:36
FB3017198,U100955,F1048,Bug,4,Very interactive — I was surprised!,2024-09-25 04:49:41
FB3017199,U104267,F1164,Bug,3,"Really like the design, clean and focused.",2024-03-27 16:10:25
FB3017200,U102626,F1076,Confusing,3,Enjoyed using it — kept me motivated.,2024-07-31 19:19:36
FB3017201,U107021,F1057,Suggestion,4,Animations made it more engaging.,2024-05-03 06:49:19
FB3017202,U106828,F1180,Bug,1,Didn’t understand what I was supposed to do.,2024-06-08 18:21:27
FB3017203,U106174,F1007,Positive,5,Loved how easy it was to navigate!,2024-10-23 23:32:29
FB3017204,U103767,F1170,Bug,4,Very interactive — I was surprised!,2024-12-01 21:02:33
FB3017205,U101010,F1248,Suggestion,5,Loved how easy it was to navigate!,2024-04-30 01:58:08
FB3017206,U108081,F1228,UI/UX,3,Nice addition. Feels thoughtful.,2024-06-13 03:17:50
FB3017207,U102082,F1166,Positive,5,Loved how easy it was to navigate!,2024-08-30 15:40:48
FB3017208,U104005,F1068,Bug,5,Loved how easy it was to navigate!,2024-12-29 18:40:14
FB3017209,U106355,F1133,Bug,4,Helped me focus on small goals each day.,2024-01-22 13:47:56
FB3017210,U102658,F1062,Suggestion,4,Animations made it more engaging.,2024-11-20 05:09:29
FB3017211,U103787,F1084,UI/UX,3,"Really like the design, clean and focused.",2024-05-15 14:52:42
FB3017212,U107924,F1157,Confusing,5,Love the dark mode — saved my eyes!,2024-04-16 18:59:49
FB3017213,U101614,F1280,Confusing,5,Love the dark mode — saved my eyes!,2024-03-29 15:59:28
FB3017214,U106684,F1259,UI/UX,5,Loved how easy it was to navigate!,2024-04-12 23:47:28
FB3017215,U100838,F1239,Confusing,5,Love the dark mode — saved my eyes!,2024-03-10 15:49:31
FB3017216,U105052,F1212,Suggestion,2,Could use better instructions or tooltips.,2024-03-08 19:22:53
FB3017217,U100616,F1038,Bug,4,Helped me focus on small goals each day.,2024-03-05 16:03:42
FB3017218,U108771,F1064,UI/UX,3,Nice addition. Feels thoughtful.,2024-12-30 15:45:42
FB3017219,U108314,F1286,Bug,3,Enjoyed using it — kept me motivated.,2024-05-02 17:18:21
FB3017220,U100486,F1275,Suggestion,1,Text was hard to read on mobile.,2024-03-04 11:57:46
FB3017221,U108906,F1091,Bug,4,Helped me focus on small goals each day.,2024-05-25 17:50:59
FB3017222,U100064,F1187,Confusing,1,App kept freezing while using this feature.,2024-12-04 18:07:32
FB3017223,U108628,F1036,UI/UX,5,Would love to see this in more languages.,2024-11-19 07:53:32
FB3017224,U104060,F1208,Confusing,4,Very interactive — I was surprised!,2024-01-25 21:14:58
FB3017225,U108636,F1198,Bug,4,Helped me focus on small goals each day.,2024-03-07 00:01:02
FB3017226,U105723,F1299,Confusing,5,Loved how easy it was to navigate!,2024-12-14 18:23:51
FB3017227,U108617,F1024,UI/UX,4,Micro animations made it feel alive.,2024-12-30 17:03:35
FB3017228,U109354,F1168,Bug,3,Enjoyed using it — kept me motivated.,2024-02-15 05:47:38
FB3017229,U101866,F1157,Bug,4,Very interactive — I was surprised!,2024-07-06 16:08:45
FB3017230,U105010,F1224,Positive,4,Very interactive — I was surprised!,2024-04-22 09:59:47
FB3017231,U104649,F1244,Bug,5,Loved how easy it was to navigate!,2024-01-20 01:25:44
FB3017232,U105859,F1214,Positive,1,The feature felt a bit clunky and slow.,2024-06-17 09:50:05
FB3017233,U108293,F1037,Confusing,2,Took a while to load but useful once it did.,2024-10-21 01:48:56
FB3017234,U103560,F1127,Suggestion,3,Enjoyed using it — kept me motivated.,2024-08-23 19:51:59
FB3017235,U106440,F1074,Suggestion,3,"Really like the design, clean and focused.",2024-07-13 00:31:16
FB3017236,U100826,F1054,Confusing,5,Would love to see this in more languages.,2024-05-01 15:54:34
FB3017237,U103471,F1061,Bug,4,Micro animations made it feel alive.,2024-02-12 22:08:23
FB3017238,U109645,F1290,Positive,1,Didn’t understand what I was supposed to do.,2024-06-15 13:51:59
FB3017239,U106719,F1055,UI/UX,1,Too many clicks to get to the content.,2024-03-09 01:57:58
FB3017240,U105044,F1072,Positive,3,Nice addition. Feels thoughtful.,2024-02-19 15:12:37
FB3017241,U108314,F1151,Bug,2,Took a while to load but useful once it did.,2024-08-18 20:50:52
FB3017242,U104694,F1123,Suggestion,5,Super helpful and intuitive — great job.,2024-08-11 14:18:24
FB3017243,U102229,F1024,Suggestion,3,Enjoyed using it — kept me motivated.,2024-04-28 06:30:18
FB3017244,U102349,F1116,Suggestion,5,Would love to see this in more languages.,2024-08-11 22:18:31
FB3017245,U108137,F1151,Suggestion,1,Felt too overwhelming — too much info at once.,2024-05-30 05:50:27
FB3017246,U102054,F1073,Bug,5,Love the dark mode — saved my eyes!,2024-07-02 21:18:33
FB3017247,U100138,F1201,Bug,5,Love the dark mode — saved my eyes!,2024-01-11 10:30:58
FB3017248,U106457,F1148,Confusing,3,Enjoyed using it — kept me motivated.,2024-05-21 23:33:18
FB3017249,U103639,F1232,UI/UX,4,Animations made it more engaging.,2024-12-23 18:13:00
FB3017250,U105952,F1053,UI/UX,1,App kept freezing while using this feature.,2024-10-05 18:26:59
FB3017251,U109534,F1015,Bug,4,Helped me focus on small goals each day.,2024-09-02 17:19:36
FB3017252,U105077,F1039,Suggestion,2,Took a while to load but useful once it did.,2024-10-26 17:40:27
FB3017253,U108925,F1057,Suggestion,1,Didn’t understand what I was supposed to do.,2024-10-25 01:31:26
FB3017254,U107857,F1061,Confusing,5,Loved how easy it was to navigate!,2024-09-24 17:31:50
FB3017255,U109424,F1156,Bug,3,Enjoyed using it — kept me motivated.,2024-09-03 10:46:37
FB3017256,U108272,F1285,Confusing,4,Very interactive — I was surprised!,2024-02-13 08:37:52
FB3017257,U101512,F1165,Confusing,5,Love the dark mode — saved my eyes!,2024-04-13 14:50:08
FB3017258,U103002,F1029,Confusing,4,Very interactive — I was surprised!,2024-01-05 00:22:47
FB3017259,U109528,F1297,Bug,5,Love the dark mode — saved my eyes!,2024-03-01 13:52:46
FB3017260,U106614,F1198,Positive,3,Nice addition. Feels thoughtful.,2024-01-24 13:49:08
FB3017261,U106498,F1285,Bug,2,Took a while to load but useful once it did.,2024-01-30 08:57:29
FB3017262,U109891,F1091,Positive,5,Would love to see this in more languages.,2024-05-14 21:01:00
FB3017263,U107365,F1267,Suggestion,5,Loved how easy it was to navigate!,2024-08-14 11:44:12
FB3017264,U107937,F1086,Suggestion,2,Could use better instructions or tooltips.,2024-11-08 14:09:39
FB3017265,U104724,F1160,Bug,3,"Really like the design, clean and focused.",2024-04-24 04:44:19
FB3017266,U104533,F1267,Positive,2,Could use better instructions or tooltips.,2024-02-09 01:51:50
FB3017267,U106012,F1180,UI/UX,3,Enjoyed using it — kept me motivated.,2024-02-24 15:28:13
FB3017268,U101913,F1227,UI/UX,1,Didn’t understand what I was supposed to do.,2024-07-03 19:25:04
FB3017269,U106922,F1074,Bug,5,Super helpful and intuitive — great job.,2024-11-27 06:15:40
FB3017270,U107775,F1042,Positive,1,Too many clicks to get to the content.,2024-09-23 14:37:22
FB3017271,U104283,F1197,Positive,2,Could use better instructions or tooltips.,2024-08-01 11:44:04
FB3017272,U105076,F1225,Suggestion,3,Enjoyed using it — kept me motivated.,2024-01-31 01:53:33
FB3017273,U100581,F1146,Bug,3,Enjoyed using it — kept me motivated.,2024-05-26 03:35:37
FB3017274,U109537,F1288,UI/UX,1,Too many clicks to get to the content.,2024-09-25 14:36:22
FB3017275,U105631,F1245,UI/UX,1,Felt too overwhelming — too much info at once.,2024-09-09 18:45:22
FB3017276,U105456,F1078,Bug,4,Micro animations made it feel alive.,2024-03-20 05:26:09
FB3017277,U101351,F1182,Bug,3,"Really like the design, clean and focused.",2024-02-21 17:22:44
FB3017278,U105995,F1162,UI/UX,3,Enjoyed using it — kept me motivated.,2024-05-26 21:20:40
FB3017279,U107420,F1008,Suggestion,5,Love the dark mode — saved my eyes!,2024-08-07 11:35:18
FB3017280,U102884,F1287,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-11-22 22:50:38
FB3017281,U105040,F1254,Suggestion,3,Nice addition. Feels thoughtful.,2024-07-10 20:05:19
FB3017282,U105502,F1150,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-09-12 07:34:27
FB3017283,U107021,F1083,UI/UX,4,Animations made it more engaging.,2024-07-04 22:12:40
FB3017284,U104633,F1243,Confusing,1,Text was hard to read on mobile.,2024-03-25 12:58:01
FB3017285,U100549,F1288,Bug,1,Too many clicks to get to the content.,2024-05-03 05:53:51
FB3017286,U104769,F1162,UI/UX,4,Micro animations made it feel alive.,2024-06-15 00:04:25
FB3017287,U100244,F1090,Confusing,1,Too many clicks to get to the content.,2024-05-03 00:16:08
FB3017288,U105960,F1006,Bug,3,Nice addition. Feels thoughtful.,2024-05-05 22:57:45
FB3017289,U106270,F1234,Confusing,4,Animations made it more engaging.,2024-07-28 14:28:26
FB3017290,U102115,F1191,Positive,4,Very interactive — I was surprised!,2024-10-11 04:12:56
FB3017291,U107367,F1171,Positive,5,Loved how easy it was to navigate!,2024-08-24 00:03:34
FB3017292,U109462,F1122,Confusing,5,Would love to see this in more languages.,2024-11-26 15:06:42
FB3017293,U109192,F1235,Positive,3,"Really like the design, clean and focused.",2024-09-05 22:37:56
FB3017294,U101535,F1299,UI/UX,4,Micro animations made it feel alive.,2024-06-18 01:32:09
FB3017295,U103559,F1119,Positive,4,Very interactive — I was surprised!,2024-02-24 17:12:34
FB3017296,U101199,F1020,UI/UX,3,Enjoyed using it — kept me motivated.,2024-01-14 17:04:12
FB3017297,U102697,F1084,Confusing,4,Very interactive — I was surprised!,2024-02-01 20:40:13
FB3017298,U102128,F1104,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-12-18 10:18:49
FB3017299,U100738,F1232,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-08-30 23:24:50
FB3017300,U106894,F1196,Bug,2,Could use better instructions or tooltips.,2024-04-09 13:05:28
FB3017301,U105314,F1149,Suggestion,2,Took a while to load but useful once it did.,2024-08-11 15:19:04
FB3017302,U108610,F1015,Positive,5,Super helpful and intuitive — great job.,2024-06-30 08:04:35
FB3017303,U105916,F1065,Bug,3,"Really like the design, clean and focused.",2024-08-16 20:53:03
FB3017304,U105042,F1236,Confusing,3,Nice addition. Feels thoughtful.,2024-08-05 04:36:19
FB3017305,U101175,F1090,UI/UX,3,Enjoyed using it — kept me motivated.,2024-11-30 06:41:07
FB3017306,U101182,F1052,UI/UX,4,Very interactive — I was surprised!,2024-04-13 05:30:15
FB3017307,U100603,F1177,UI/UX,2,Took a while to load but useful once it did.,2024-05-05 19:32:18
FB3017308,U107625,F1272,UI/UX,5,Loved how easy it was to navigate!,2024-09-18 11:27:08
FB3017309,U104125,F1216,Bug,1,Text was hard to read on mobile.,2024-03-22 21:16:49
FB3017310,U106907,F1044,Bug,3,Enjoyed using it — kept me motivated.,2024-12-04 09:40:35
FB3017311,U106012,F1220,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-02-08 14:22:41
FB3017312,U101926,F1173,Confusing,5,Love the dark mode — saved my eyes!,2024-11-16 14:43:16
FB3017313,U101741,F1025,Bug,5,Love the dark mode — saved my eyes!,2024-12-16 09:00:29
FB3017314,U101720,F1282,UI/UX,5,Love the dark mode — saved my eyes!,2024-05-09 23:46:40
FB3017315,U108730,F1235,Suggestion,2,Took a while to load but useful once it did.,2024-05-29 11:27:59
FB3017316,U105046,F1288,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-07-31 08:30:47
FB3017317,U102075,F1158,Suggestion,4,Micro animations made it feel alive.,2024-06-08 12:04:20
FB3017318,U104120,F1103,Confusing,2,Could use better instructions or tooltips.,2024-05-27 16:48:49
FB3017319,U102683,F1214,Confusing,5,Loved how easy it was to navigate!,2024-01-28 00:11:31
FB3017320,U106917,F1254,Suggestion,1,Text was hard to read on mobile.,2024-01-20 03:47:17
FB3017321,U102937,F1222,Suggestion,3,Nice addition. Feels thoughtful.,2024-03-04 10:34:19
FB3017322,U102028,F1102,Bug,1,Didn’t understand what I was supposed to do.,2024-03-26 13:18:09
FB3017323,U105453,F1056,Suggestion,5,Would love to see this in more languages.,2024-05-30 17:27:59
FB3017324,U108094,F1164,UI/UX,5,Super helpful and intuitive — great job.,2024-12-28 03:00:19
FB3017325,U100682,F1023,Suggestion,1,Too many clicks to get to the content.,2024-08-11 00:52:39
FB3017326,U107870,F1081,Positive,4,Micro animations made it feel alive.,2024-05-07 19:07:54
FB3017327,U105287,F1113,Suggestion,5,Love the dark mode — saved my eyes!,2024-01-20 17:31:12
FB3017328,U100025,F1162,Suggestion,5,Super helpful and intuitive — great job.,2024-04-05 06:23:50
FB3017329,U108317,F1073,Confusing,1,Felt too overwhelming — too much info at once.,2024-11-25 07:45:05
FB3017330,U103645,F1240,Bug,3,Nice addition. Feels thoughtful.,2024-05-21 02:17:26
FB3017331,U106241,F1019,Confusing,1,Didn’t understand what I was supposed to do.,2024-05-31 07:35:27
FB3017332,U104219,F1139,Confusing,1,Didn’t understand what I was supposed to do.,2024-10-27 11:00:43
FB3017333,U104934,F1176,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-12-06 06:40:48
FB3017334,U100268,F1279,Suggestion,1,Didn’t understand what I was supposed to do.,2024-09-22 13:32:57
FB3017335,U105248,F1088,UI/UX,3,Enjoyed using it — kept me motivated.,2024-08-02 21:57:39
FB3017336,U107095,F1272,Bug,1,App kept freezing while using this feature.,2024-01-23 05:05:27
FB3017337,U107693,F1128,Confusing,4,Helped me focus on small goals each day.,2024-02-17 17:57:12
FB3017338,U103150,F1191,Confusing,5,Super helpful and intuitive — great job.,2024-04-22 21:43:18
FB3017339,U109901,F1203,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-09-10 22:13:27
FB3017340,U105791,F1127,UI/UX,1,Too many clicks to get to the content.,2024-08-30 03:25:51
FB3017341,U102084,F1265,Confusing,5,Love the dark mode — saved my eyes!,2024-08-30 19:36:58
FB3017342,U109733,F1020,Positive,1,Felt too overwhelming — too much info at once.,2024-06-10 22:11:49
FB3017343,U103043,F1279,Bug,2,Took a while to load but useful once it did.,2024-04-19 09:39:43
FB3017344,U103816,F1259,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-05-24 08:06:27
FB3017345,U101847,F1087,Positive,4,Micro animations made it feel alive.,2024-09-02 12:00:36
FB3017346,U107062,F1191,Suggestion,2,Could use better instructions or tooltips.,2024-12-19 18:28:10
FB3017347,U107821,F1244,UI/UX,5,Would love to see this in more languages.,2024-02-24 23:06:14
FB3017348,U107986,F1051,Suggestion,3,"Really like the design, clean and focused.",2024-10-01 05:19:38
FB3017349,U108699,F1192,Bug,2,Could use better instructions or tooltips.,2024-09-22 02:43:47
FB3017350,U105771,F1223,Suggestion,1,Text was hard to read on mobile.,2024-10-31 23:27:08
FB3017351,U104336,F1262,Positive,5,Loved how easy it was to navigate!,2024-09-04 18:21:43
FB3017352,U100838,F1236,Bug,1,Felt too overwhelming — too much info at once.,2024-09-03 01:33:47
FB3017353,U107764,F1188,Confusing,3,Nice addition. Feels thoughtful.,2024-03-07 03:32:22
FB3017354,U109904,F1223,Bug,2,Took a while to load but useful once it did.,2024-05-02 08:26:59
FB3017355,U101163,F1270,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-02-25 18:50:38
FB3017356,U105254,F1011,UI/UX,3,Nice addition. Feels thoughtful.,2024-09-20 05:23:56
FB3017357,U102328,F1218,Suggestion,1,App kept freezing while using this feature.,2024-09-02 05:16:37
FB3017358,U109171,F1202,Positive,5,Super helpful and intuitive — great job.,2024-12-24 09:45:56
FB3017359,U109843,F1119,Confusing,2,Took a while to load but useful once it did.,2024-05-30 08:16:54
FB3017360,U106542,F1069,Confusing,5,Would love to see this in more languages.,2024-04-05 12:03:46
FB3017361,U100854,F1124,UI/UX,3,Enjoyed using it — kept me motivated.,2024-01-04 03:28:30
FB3017362,U109025,F1064,Positive,4,Micro animations made it feel alive.,2024-05-25 21:58:02
FB3017363,U109784,F1250,UI/UX,4,Helped me focus on small goals each day.,2024-05-18 17:42:33
FB3017364,U100075,F1173,Bug,2,Took a while to load but useful once it did.,2024-08-23 06:27:32
FB3017365,U105467,F1154,Bug,3,Enjoyed using it — kept me motivated.,2024-07-02 20:54:21
FB3017366,U102500,F1052,Bug,1,Felt too overwhelming — too much info at once.,2024-08-22 05:28:33
FB3017367,U107690,F1237,Bug,4,Very interactive — I was surprised!,2024-05-04 02:15:37
FB3017368,U106147,F1198,Bug,1,Didn’t understand what I was supposed to do.,2024-11-17 23:25:25
FB3017369,U108369,F1030,Confusing,5,Love the dark mode — saved my eyes!,2024-09-26 16:47:51
FB3017370,U107404,F1044,Suggestion,3,Nice addition. Feels thoughtful.,2024-06-23 04:40:33
FB3017371,U101463,F1193,Positive,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-06-13 07:10:46
FB3017372,U105131,F1199,Positive,4,Animations made it more engaging.,2024-07-30 09:01:19
FB3017373,U108040,F1032,UI/UX,4,Micro animations made it feel alive.,2024-12-11 08:19:59
FB3017374,U106756,F1124,UI/UX,3,"Really like the design, clean and focused.",2024-04-10 02:23:31
FB3017375,U102818,F1152,Bug,3,Nice addition. Feels thoughtful.,2024-12-15 23:02:44
FB3017376,U101362,F1030,UI/UX,4,Very interactive — I was surprised!,2024-11-11 05:14:24
FB3017377,U101454,F1019,Bug,4,Micro animations made it feel alive.,2024-09-21 11:48:00
FB3017378,U100684,F1143,Confusing,5,Super helpful and intuitive — great job.,2024-04-18 10:10:28
FB3017379,U108595,F1175,UI/UX,5,Love the dark mode — saved my eyes!,2024-08-15 12:38:57
FB3017380,U100532,F1073,Confusing,4,Helped me focus on small goals each day.,2024-05-07 21:03:23
FB3017381,U106728,F1056,Suggestion,5,Love the dark mode — saved my eyes!,2024-06-24 11:29:10
FB3017382,U107303,F1240,Bug,5,Would love to see this in more languages.,2024-03-26 18:29:19
FB3017383,U101729,F1038,Positive,1,Too many clicks to get to the content.,2024-04-18 16:27:21
FB3017384,U109724,F1039,UI/UX,1,Didn’t understand what I was supposed to do.,2024-12-07 21:31:08
FB3017385,U103342,F1118,Confusing,5,Loved how easy it was to navigate!,2024-12-07 07:56:19
FB3017386,U106432,F1151,Suggestion,2,Took a while to load but useful once it did.,2024-08-01 13:36:50
FB3017387,U106982,F1223,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-01-07 10:39:05
FB3017388,U100264,F1205,Bug,1,The feature felt a bit clunky and slow.,2024-05-01 11:22:45
FB3017389,U104046,F1026,Confusing,3,"Really like the design, clean and focused.",2024-12-15 20:59:31
FB3017390,U103703,F1120,Confusing,2,Took a while to load but useful once it did.,2024-11-08 05:35:33
FB3017391,U106899,F1067,Positive,3,Enjoyed using it — kept me motivated.,2024-11-07 12:10:22
FB3017392,U106025,F1276,Suggestion,1,Text was hard to read on mobile.,2024-08-30 13:14:30
FB3017393,U108514,F1286,UI/UX,4,Micro animations made it feel alive.,2024-01-05 22:31:37
FB3017394,U102888,F1104,Positive,1,Didn’t understand what I was supposed to do.,2024-04-08 02:58:28
FB3017395,U101437,F1021,UI/UX,3,Nice addition. Feels thoughtful.,2024-10-21 20:31:29
FB3017396,U108380,F1148,Bug,5,Loved how easy it was to navigate!,2024-04-01 07:00:18
FB3017397,U108088,F1232,Positive,1,Felt too overwhelming — too much info at once.,2024-07-19 08:25:57
FB3017398,U108160,F1251,Bug,5,Love the dark mode — saved my eyes!,2024-01-01 21:55:37
FB3017399,U109340,F1037,Confusing,5,Super helpful and intuitive — great job.,2024-07-28 01:04:49
FB3017400,U105292,F1029,Confusing,1,Text was hard to read on mobile.,2024-09-12 02:23:51
FB3017401,U102104,F1131,UI/UX,1,Didn’t understand what I was supposed to do.,2024-02-09 22:48:33
FB3017402,U104215,F1073,UI/UX,4,Very interactive — I was surprised!,2024-09-14 13:04:41
FB3017403,U100350,F1255,Positive,5,Loved how easy it was to navigate!,2024-11-23 10:35:52
FB3017404,U106456,F1209,Suggestion,3,Enjoyed using it — kept me motivated.,2024-09-06 21:25:33
FB3017405,U104130,F1220,Positive,1,Felt too overwhelming — too much info at once.,2024-08-09 01:08:16
FB3017406,U105504,F1087,Positive,5,Loved how easy it was to navigate!,2024-10-23 23:33:36
FB3017407,U104200,F1094,Confusing,4,Micro animations made it feel alive.,2024-05-08 20:16:22
FB3017408,U101192,F1206,Suggestion,4,Helped me focus on small goals each day.,2024-05-28 11:56:11
FB3017409,U108922,F1282,Positive,4,Very interactive — I was surprised!,2024-11-15 05:49:09
FB3017410,U106843,F1217,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-04-03 00:59:28
FB3017411,U106283,F1211,UI/UX,1,App kept freezing while using this feature.,2024-07-07 15:38:45
FB3017412,U102158,F1127,Bug,3,Enjoyed using it — kept me motivated.,2024-07-24 22:11:19
FB3017413,U104880,F1054,Confusing,3,"Really like the design, clean and focused.",2024-06-29 09:45:05
FB3017414,U105689,F1156,Suggestion,5,Loved how easy it was to navigate!,2024-09-19 20:35:36
FB3017415,U102231,F1022,Confusing,3,Enjoyed using it — kept me motivated.,2024-08-21 11:45:13
FB3017416,U105372,F1205,Bug,1,App kept freezing while using this feature.,2024-03-20 08:02:51
FB3017417,U102694,F1026,UI/UX,3,Nice addition. Feels thoughtful.,2024-03-02 02:52:17
FB3017418,U106055,F1226,Suggestion,4,Very interactive — I was surprised!,2024-10-21 02:57:41
FB3017419,U107222,F1208,UI/UX,3,Nice addition. Feels thoughtful.,2024-10-02 03:51:12
FB3017420,U100839,F1148,Positive,3,"Really like the design, clean and focused.",2024-04-13 01:15:32
FB3017421,U104655,F1101,Bug,5,Would love to see this in more languages.,2024-04-08 14:36:51
FB3017422,U104484,F1298,Suggestion,1,Didn’t understand what I was supposed to do.,2024-02-13 12:36:44
FB3017423,U101541,F1275,Positive,3,"Really like the design, clean and focused.",2024-04-19 07:01:40
FB3017424,U106208,F1285,Suggestion,1,Felt too overwhelming — too much info at once.,2024-05-05 19:57:07
FB3017425,U107391,F1298,Positive,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-05-16 07:32:39
FB3017426,U101386,F1175,Confusing,1,Felt too overwhelming — too much info at once.,2024-11-23 23:19:41
FB3017427,U106864,F1235,Positive,5,Super helpful and intuitive — great job.,2024-12-01 14:37:57
FB3017428,U106300,F1244,Bug,1,App kept freezing while using this feature.,2024-03-27 04:51:58
FB3017429,U102538,F1131,Confusing,1,Text was hard to read on mobile.,2024-01-19 16:27:21
FB3017430,U101833,F1236,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-02-07 05:28:17
FB3017431,U104127,F1213,UI/UX,2,Could use better instructions or tooltips.,2024-12-20 22:57:29
FB3017432,U105559,F1203,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-01-27 07:14:35
FB3017433,U104171,F1024,Confusing,4,Animations made it more engaging.,2024-03-21 14:32:15
FB3017434,U106243,F1029,Confusing,4,Helped me focus on small goals each day.,2024-12-18 17:04:16
FB3017435,U102499,F1076,Suggestion,1,App kept freezing while using this feature.,2024-05-18 03:58:35
FB3017436,U102180,F1050,Suggestion,4,Micro animations made it feel alive.,2024-10-30 17:47:41
FB3017437,U105902,F1017,UI/UX,1,Text was hard to read on mobile.,2024-10-04 07:22:52
FB3017438,U101809,F1204,Confusing,4,Micro animations made it feel alive.,2024-02-01 22:43:14
FB3017439,U104851,F1128,Confusing,4,Micro animations made it feel alive.,2024-11-19 02:22:45
FB3017440,U103178,F1108,Suggestion,3,"Really like the design, clean and focused.",2024-03-07 16:54:42
FB3017441,U101309,F1299,UI/UX,3,Nice addition. Feels thoughtful.,2024-08-30 21:10:03
FB3017442,U101452,F1157,Suggestion,1,Too many clicks to get to the content.,2024-02-29 01:25:26
FB3017443,U105897,F1065,Bug,1,Too many clicks to get to the content.,2024-11-10 16:08:25
FB3017444,U107354,F1214,Positive,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-07-07 00:29:15
FB3017445,U108807,F1077,Confusing,5,Loved how easy it was to navigate!,2024-07-03 17:53:41
FB3017446,U109349,F1153,Suggestion,5,Love the dark mode — saved my eyes!,2024-12-18 07:58:28
FB3017447,U108937,F1239,Confusing,2,Could use better instructions or tooltips.,2024-02-15 09:23:12
FB3017448,U103465,F1042,UI/UX,4,Animations made it more engaging.,2024-09-18 15:33:03
FB3017449,U106411,F1019,UI/UX,1,Felt too overwhelming — too much info at once.,2024-03-07 22:15:11
FB3017450,U109072,F1236,Bug,3,"Really like the design, clean and focused.",2024-12-28 03:30:11
FB3017451,U107872,F1218,Positive,1,App kept freezing while using this feature.,2024-12-30 23:33:34
FB3017452,U108391,F1174,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-03-22 23:05:13
